id,title,domain,severity,effort,files,evidence,recommendation,cve
DOC-02,README presents unbuilt OCR service as built,docs,Medium,M,README.md;CLAUDE.md,README describes OCR service; src/ has only scaffolding; documented middleware import needs api extra,Add a pre-alpha/scaffolding banner and mark API examples as needing the api extra.,
ARCH-03,Stated OCR product has zero domain code,architecture,Medium,L,src/foundry_unify/,All 1886 src LOC are template scaffolding; no OCR/layout module; 3 commits,Treat as scaffolding; track the gap in roadmap and align README maturity claims.,
DEP-03,Heavyweight ml extra declared but unused,dependencies,Low,S,pyproject.toml,pyproject.toml:124-130 (torch/torchvision/numpy/sklearn/tensorboard); no imports in src/,Defer or comment out the ml extra until code uses it.,
DEP-04,Commented doc block inside dependencies array,dependencies,Low,S,pyproject.toml,pyproject.toml:28-74 ~45 lines of commented compatibility notes,Move commentary to docs/PYTHON_COMPATIBILITY.md.,
CQ-01,Non-asserting placeholder test (assert True),code-quality,Low,S,tests/test_example.py,tests/test_example.py:388 assert True,Assert on observable output or delete the test.,
CQ-03,Empty financial.py stub (template residue),legacy-code,Low,S,src/foundry_unify/utils/financial.py,financial.py:1 one-line docstring no code,Delete the file and its CLAUDE.md entry or populate it.,
SEC-04,Some actions tag-pinned not SHA-pinned,security,Low,S,.github/workflows,5 of 30 uses: lines tag-pinned: setup-uv@v7 dependency-review-action@v4,SHA-pin these to match the other workflows.,
SEC-05,Weak placeholder password in .env.example,security,Low,S,.env.example,.env.example:200 DB_PASSWORD=password,Use a placeholder-style value like changeme-your-db-password.,
CI-04,Same reusable workflow pinned @main and @SHA,cicd,Low,S,.github/workflows/ci.yml;.github/workflows/pr-validation.yml,ci.yml:35 @main vs pr-validation.yml:42 @e8fc83c,Pin both to the same SHA.,
CI-06,Obsolete docker-compose version attribute,cicd,Low,S,docker-compose.yml,docker-compose.yml:4 version: '3.9',Remove the version line.,
CI-07,Stale pre-commit pins; basedpyright gate missing from pre-commit,cicd,Low,S,.pre-commit-config.yaml,.pre-commit-config.yaml:130 ruff rev v0.9.0 vs installed 0.15.x; no basedpyright hook,Run pre-commit autoupdate and add a basedpyright local hook.,
CI-08,pip cache configured on a uv-managed project,cicd,Low,S,.github/workflows/sonarcloud.yml,sonarcloud.yml setup-python cache: 'pip',Drop cache:'pip'; use setup-uv caching.,
DOC-01,CHANGELOG claims Poetry and a nonexistent CLI,docs,Low,S,CHANGELOG.md,CHANGELOG.md:18 'Poetry package management'; 'CLI tool foundation' with no CLI in src,Replace Poetry with uv and drop the CLI line until a CLI exists.,
DOC-03,Malformed uv command in README,docs,Low,S,README.md,"README.md:86 uv sync --all-extras,ml (invalid)",Use uv sync --extra ml or --all-extras.,
DOC-04,"CLAUDE.md structure lists empty financial.py, omits api/",docs,Low,S,CLAUDE.md,CLAUDE.md Project Structure lists financial.py (Decimal precision) which is empty; api/ not listed,Update the structure block to match src/.,
DOC-05,Planning docs and ADRs unwritten but linked,docs,Low,M,docs/planning/project-vision.md;docs/planning/tech-spec.md;docs/planning/roadmap.md;docs/ADRs/,planning/*.md:14 Awaiting Generation; ADRs only template,Generate the docs or mark links as to-be-written.,
